id_comercio|id_bandera|id_sucursal|sucursales_nombre|sucursales_tipo|sucursales_calle|sucursales_numero|sucursales_latitud|sucursales_longitud|sucursales_observaciones|sucursales_barrio|sucursales_codigo_postal|sucursales_localidad|sucursales_provincia|sucursales_lunes_horario_atencion|sucursales_martes_horario_atencion|sucursales_miercoles_horario_atencion|sucursales_jueves_horario_atencion|sucursales_viernes_horario_atencion|sucursales_sabado_horario_atencion|sucursales_domingo_horario_atencion
10|3|808|Av constituyentes 4081/83|Autoservicio|Av constituyentes|4081|-34.584938|-58.488307|||1431|Ciudad Autónoma de Buenos Aires|AR-C|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|11:00 A 20:00
10|1|179|Puerto Madryn|Hipermercado|Gales|1315|-42.775492|-65.048586|||9120|Puerto Madryn|AR-U|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00
10|1|56|Glew|Hipermercado|Av. Hipólito Yrigoyen|20260|-34.883091|-58.388230|||1856|Glew|AR-B|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|09:00 a 20:00
10|3|302|Esmeralda 823|Autoservicio|Esmeralda|823|-34.598622|-58.378291||Retiro|1007|Ciudad Autónoma de Buenos Aires|AR-C|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|11:00 a 20:00
10|3|441|Vélez Sarsfield 4690|Autoservicio|Vélez Sársfield|4690|-34.530695|-58.524438|||1638|Munro|AR-B|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|10:00 a 20:00
10|3|400|Centenera 177|Supermercado|Av. del Barco Centenera|177|-34.621665|-58.441093||Caballito|1424|Ciudad Autónoma de Buenos Aires|AR-C|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|08:00 a 20:00
10|3|660|Juan Seguí 4524|Autoservicio|Juan Seguí|4524|-34.574055|-58.420475||Palermo|1425|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|328|Godoy Cruz 2793|Autoservicio|Godoy Cruz|2793|-34.577797|-58.424332||Palermo|1425|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|315|Jose Pedro Varela 3191|Autoservicio|José Pedro Varela|3191|-34.598396|-58.497333||Villa del Parque|1417|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|572|Centenera 1282|Autoservicio|Centenera|1282|-34.634333|-58.435797||Parque Chacabuco|1424|Ciudad Autónoma de Buenos Aires|AR-C|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|11:00 a 20:00
10|3|739|Franklin D Roosevelt 3002|Autoservicio|Franklin D Roosevelt|3002|-34.560829|-58.466181||Belgrano|1428|Ciudad Autónoma de Buenos Aires|AR-C|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|11:00 a 20:00
10|3|680|Carhué 1427|Autoservicio|Carhué|1427|-34.653948|-58.518970||Naon|1440|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|1|28|Pilar|Hipermercado|Av. Lagomarsino|905|-34.454933|-58.894408|||1629|Pilar|AR-B|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00
10|3|776|MINI - ILLIA 490|Autoservicio|ILLIA|490|-31.422657|-64.180026|||5000|Córdoba|AR-X|07:00 A 21:00|07:00 A 21:00|07:00 A 21:00|07:00 A 21:00|07:00 A 21:00|07:00 A 21:00|10:30 A 21:00
10|1|29|Mendoza Azul Centro|Hipermercado|Las Heras|798|-32.885049|-68.848197|||5500|Mendoza|AR-M|10:00 a 18:00|10:00 a 18:00|10:00 a 18:00|10:00 a 18:00|10:00 a 18:00|10:00 a 18:00|10:00 a 18:00
10|3|370|J. Bautista Alberdi 371|Autoservicio|Av. Juan Bautista Alberdi|371|-34.622738|-58.433150||Caballito|1424|Ciudad Autónoma de Buenos Aires|AR-C|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|10:00 a 19:00
10|3|806|J de Altolaguirre 2222|Autoservicio|J de Altolaguirre|2222|-31.382931|-64.133611|||5012|Córdoba|AR-X|07:00 A 21:00|07:00 A 21:00|07:00 A 21:00|07:00 A 21:00|07:00 A 21:00|07:00 A 21:00|10:30 A 21:00
10|3|802|Artigas 4925|Autoservicio|Artigas|4925|-34.552189|-58.558483|||1653|Villa Ballester|AR-B|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|09:00 a 20:00
10|3|392|J. L. Borges 2463-65|Supermercado|Jorge Luis Borges|2463|-34.582216|-58.421027||Palermo|1425|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|682|Viamonte 702|Autoservicio|Viamonte|702|-34.599933|-58.376924||San Nicolas|1053|Ciudad Autónoma de Buenos Aires|AR-C|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|10:00 a 19:00
10|3|630|Aráoz 2148|Autoservicio|Aráoz|2148|-34.588209|-58.419052||Palermo|1425|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|631|Lavalle 368|Autoservicio|Lavalle|368|-34.601987|-58.371949||San Nicolas|1184|Ciudad Autónoma de Buenos Aires|AR-C|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|10:00 a 19:00
10|3|773|MANUEL QUINTANA 570|Autoservicio|Pres. Manuel Quintana|570|-34.587997|-58.390467|||1113|Ciudad Autónoma de Buenos Aires|AR-C|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|11:00 A 20:00
10|3|418|Carlos Calvo 1826|Autoservicio|Carlos Calvo|1826|-34.620294|-58.392204||San Cristobal|1230|Ciudad Autónoma de Buenos Aires|AR-C|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|11:00 a 20:00
10|3|300|Gral Deheza 2239|Autoservicio|Gral. Deheza|2239|-34.540539|-58.472052||Nuñez|1429|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|10:00 a 20:00
10|3|575|Directorio 483|Autoservicio|Directorio|483|-34.627914|-58.433365||Caballito|1424|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|761|Av. Corriente 919|Autoservicio|Av. Corrientes|919|-34.603636|-58.379641|||1043|Ciudad Autónoma de Buenos Aires|AR-C|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|11:00 A 20:00
10|3|714|Proxi Sucre 4230|Autoservicio|Sucre|4230|-34.574478|-58.473047|||1430|Ciudad Autónoma de Buenos Aires|AR-C|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|11:00 A 20:00
10|3|727|Montiel 168|Autoservicio|Montiel|168|-34.641073|-58.526236||Liniers|1408|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|10:00 a 19:30
10|2|519|Conde|Supermercado|Av. Federico Lacroze|3117|-34.577279|-58.449064|||1638|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|09:00 a 20:00|09:00 a 20:00
10|1|50|Córdoba Recta Martinolli|Hipermercado|Recta Martinolli|7850|-31.346646|-64.269297|||5147|Quintas de Arguello|AR-X|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00
10|1|240|Gualeguaychú|Hipermercado|Av. Primera Junta|0|-32.991736|-58.521853|Y Ruta 136||2820|Gualeguaychu|AR-E|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|09:00 a 20:00
10|3|312|Cerviño 4634|Autoservicio|Cerviño|4634|-34.575307|-58.422856||Palermo|1425|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|1|46|Tucumán III|Hipermercado|Av. Catamarca|1116|-26.814605|-65.209515|||4000|San Miguel de Tucumán|AR-T|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00
10|3|691|Av. La Plata 716|Autoservicio|Av. La Plata|716|-34.623822|-58.427300||Boedo|1235|Ciudad Autónoma de Buenos Aires|AR-C|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|10:00 a 19:00
10|3|559|Teodoro García 2310|Autoservicio|Teodoro García|2310|-34.568295|-58.444457||Belgrano|1426|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|637|Proxi Av. San Martin 2218|Autoservicio|San Martin|2218|-34.602301|-58.561930|||1678|Caseros|AR-B|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|10:00 A 18:00
10|3|378|Billinghurst 1876|Autoservicio|Billinghurst|1876|-34.588997|-58.409050||Recoleta|1084|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|809|Jose antonio Cabrera 3291/3295/3299|Autoservicio|Jose antonio Cabrera|3291|-34.596712|-58.412794|||1186|Ciudad Autónoma de Buenos Aires|AR-C|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|11:00 A 20:00
10|3|410|Tucumán 2173|Autoservicio|Tucumán|2173|-34.602117|-58.398071||San Nicolas|1050|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|740|Varela 888|Autoservicio|Av. Varela|888|-34.639449|-58.458543||Flores|1406|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|543|Olazábal 5179|Autoservicio|Olazábal|5179|-34.576803|-58.486598||Villa Urquiza|1425|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|568|Olazábal 1898|Autoservicio|Olazábal|1898|-34.557442|-58.453504||Belgrano|1428|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|1|214|Villa Devoto|Hipermercado|José Pedro Varela|4750|-34.610359|-58.516538|||1417|Ciudad Autónoma de Buenos Aires|AR-C|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|09:00 a 20:00
10|3|797|Nogoyá 2744|Autoservicio|Nogoyá|2744|-34.600654|-58.488135|||1417|Ciudad Autónoma de Buenos Aires|AR-C|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|11:00 A 20:00
10|3|324|Directorio 1766|Autoservicio|Directorio|1766|-34.631045|-58.452608||Parque Chacabuco|1406|Ciudad Autónoma de Buenos Aires|AR-C|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|10:00 a 20:00
10|3|553|Cuzco 135|Autoservicio|Cuzco|135|-34.638023|-58.527606||Liniers|1408|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|10:00 a 20:00
10|3|685|Pareja 4890|Autoservicio|Pareja|4890|-34.605415|-58.523705||Devoto|1419|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|2|283|Mendoza Las Heras|Supermercado|Av. Las Heras|306|-32.885582|-68.842280|||5500|Mendoza|AR-M|10:00 a 18:00|10:00 a 18:00|10:00 a 18:00|10:00 a 18:00|10:00 a 18:00|10:00 a 18:00|10:00 a 18:00
10|3|347|P. de Melo 2648|Autoservicio|Josá Andrés Pacheco de Melo|2648|-34.586854|-58.401466||Recoleta|1425|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|648|Belgrano 54|Autoservicio|Belgrano|54|-31.415363|-64.188530||Centro|5016|Córdoba|AR-X|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|Cerrado
10|2|177|Tucumán II|Supermercado|San Martín|344|-26.830278|-65.202010|||4000|San Miguel de Tucumán|AR-T|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|09:00 a 20:00
10|1|53|Neuquén Antártida Argentina|Hipermercado|Antártida Argentina|3600|-38.946820|-68.110433|||8300|Neuquén|AR-Q|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|09:00 a 20:00
10|3|583|Av. de Mayo 1241|Autoservicio|Av. de Mayo|1241|-34.609241|-58.384045||San Nicolas|1085|Ciudad Autónoma de Buenos Aires|AR-C|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|11:00 a 20:00
10|1|156|San Nicolás|Hipermercado|Bartolomé Mitre|264|-33.331816|-60.220188|||2900|San Nicolás|AR-B|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:30 a 20:00
10|2|118|Vicente López 1676|Hipermercado|Vicente López|1676|-34.591951|-58.389726|||1018|Ciudad Autónoma de Buenos Aires|AR-C|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00
10|3|480|Av. Crovara 875|Supermercado|Av. Crovara|875|-34.696830|-58.535934|||1629|La Matanza|AR-B|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|10:00 a 20:00
10|3|692|Proxi Neuquen 520|Autoservicio|Neuquen|520|-34.615701|-58.438275|||1405|Ciudad Autónoma de Buenos Aires|AR-C|07:30 A 22:00|07:30 A 22:00|07:30 A 22:00|07:30 A 22:00|07:30 A 22:00|07:30 A 22:00|11:00 A 20:00
10|3|354|Paraná 1053|Autoservicio|Paraná|1053|-34.596320|-58.388332||Recoleta|1013|Ciudad Autónoma de Buenos Aires|AR-C|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|10:00 a 20:00
10|1|112|Salta|Hipermercado|20 de Febrero|37|-24.789072|-65.413699|||4400|Salta|AR-A|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|09:00 a 20:00
10|1|12|San Justo|Hipermercado|Av. Don Bosco|2680|-34.664628|-58.597356|||1754|San Justo|AR-B|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|09:00 a 20:00
10|3|469|Fraga 1629|Autoservicio|Fraga|1629|-34.544189|-58.714900|||1663|San Miguel|AR-B|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|09:00 a 19:00
10|1|149|Bariloche|Hipermercado|Moreno|909|-41.136201|-71.296792|||8400|Bariloche|AR-R|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|09:00 a 20:00
10|3|613|Av. Congreso 2774|Autoservicio|Av. Congreso|2774|-34.557292|-58.465851||Belgrano|1428|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|2|101|Avellaneda II|Supermercado|Av. Belgrano|422|-34.661465|-58.368212|||1870|Avellaneda|AR-B|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|09:00 a 20:00
10|3|530|Rivadavia 6074|Autoservicio|Av. Rivadavia|6074|-34.624687|-58.451248||Caballito|1056|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|527|Oro 2121|Autoservicio|Fray Justo Sta. María de Oro|2121|-34.583171|-58.427612||Palermo|1425|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|615|Rivadavia 4702|Autoservicio|Av. Rivadavia|4702|-34.616267|-58.431839||Caballito|1424|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|313|Montañeses 2267|Autoservicio|Montañeses|2267|-34.555966|-58.450046||Belgrano|1428|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|2|286|Mendoza Tupungato|Supermercado|Avenida Belgrano|1170|-33.364039|-69.144079|||5561|Tupungato|AR-M|08:30 a 13:00 y 16:30 a 20:00|08:30 a 13:00 y 16:30 a 20:00|08:30 a 13:00 y 16:30 a 20:00|08:30 a 13:00 y 16:30 a 20:00|08:30 a 13:00 y 16:30 a 20:00|08:30 a 20:00|09:00 a 13:00 y 16:30 a 20:00
10|3|556|Grecia 3595|Autoservicio|Grecia|3595|-34.546306|-58.463162||Nuñez|1429|Ciudad Autónoma de Buenos Aires|AR-C|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|11:00 a 20:00
10|1|157|Neuquén|Hipermercado|Av. Coronel Olascoaga|350|-38.958858|-68.058932|||8300|Neuquén|AR-Q|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|09:30 a 20:00
10|2|254|San Isidro - D. Carman|Supermercado|Diego Carman|451|-34.495405|-58.545723|||1642|San Isidro|AR-B|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00
10|1|54|Córdoba Villa Allende|Hipermercado|Av. Río de Janeiro|1787|-31.300019|-64.276462|||5105|Villa Allende Lomas|AR-X|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00
10|3|614|Murguiondo 4054|Autoservicio|Murguiondo|4054|-34.675977|-58.477049||Lugano|1439|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|1|233|Concordia|Hipermercado|Av. Eva Perón|2250|-31.368882|-58.011377|||3200|Concordia|AR-E|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|09:00 a 20:00
10|3|642|General Paz 240|Autoservicio|Gral. Paz|240|-31.412485|-64.185278||Centro|5000|Córdoba|AR-X|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|11:00 a 20:00
10|3|534|Leguizamon 1576|Autoservicio|Martiniano Leguizamón|1576|-34.653232|-58.507257||Mataderos|1425|Ciudad Autónoma de Buenos Aires|AR-C|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|11:00 a 20:00
10|3|362|Directorio 1063|Autoservicio|Av. Directorio|1063|-34.629168|-58.442438||Caballito|1424|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|412|Av. Caseros 3535|Autoservicio|Av. Caseros|3535|-34.638635|-58.415077||Parque Patricios|1263|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|413|Venezuela 4086|Autoservicio|Venezuela|4086|-34.617797|-58.422220||Boedo|1211|Ciudad Autónoma de Buenos Aires|AR-C|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|10:00 a 19:00
10|3|784|BEDOYA 695|Autoservicio|BEDOYA|695|-31.397275|-64.187064|||5000|Córdoba|AR-X|07:00 A 21:00|07:00 A 21:00|07:00 A 21:00|07:00 A 21:00|07:00 A 21:00|07:00 A 21:00|10:30 A 21:00
10|2|511|Once|Supermercado|Av. Rivadavia|3221|-34.610492|-58.412303|||1179|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|09:00 a 20:00
10|3|476|Chilavert 1912|Supermercado|Chilavert|1912|-34.691937|-58.482500|||1629|Villa Celina|AR-B|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|09:30 a 20:00
10|3|456|San Martín 3960|Autoservicio|Av. Gral. José de San Martín|3960|-34.710793|-58.422569|||1824|Remedios de Escalada|AR-B|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|10:30 a 20:00
10|3|440|Av. Cazón 1336|Autoservicio|Av. Cazón|1336|-34.424942|-58.577980|||1468|Tigre|AR-B|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|10:00 a 20:00
10|3|634|Moreno 1401|Autoservicio|Moreno|1401|-34.612239|-58.386223||Balvanera|1093|Ciudad Autónoma de Buenos Aires|AR-C|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|10:00 a 20:00
10|1|63|Caleta Olivia|Hipermercado|Humberto Beghin|762|-46.444906|-67.533789|||9011|Santa Cruz|AR-Z|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00
10|3|335|Cuba 2776|Autoservicio|Cuba|2776|-34.554653|-58.460290||Belgrano|1428|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|450|Bolívar 1343|Autoservicio|Bolívar|1343|-34.859301|-58.386273||Longchamps|1846|Longchamps|AR-B|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|09:00 a 19:00
10|3|662|Av. Belgrano 3043|Autoservicio|Av. Belgrano|3043|-34.615032|-58.409057||Boedo|1209|Ciudad Autónoma de Buenos Aires|AR-C|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|11:00 a 20:00
10|3|364|Ciudad de la Paz 353|Autoservicio|Ciudad de la Paz|353|-34.573878|-58.442051||Colegiales|1426|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|415|Av. San Juan 4351|Autoservicio|Av. San Juan|4351|-34.626760|-58.426136||Boedo|1233|Ciudad Autónoma de Buenos Aires|AR-C|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|11:00 a 20:00
10|3|799|Soler 5748|Autoservicio|Soler|5748|-34.579708|-58.434125|||1425|Ciudad Autónoma de Buenos Aires|AR-C|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|11:00 A 20:00
10|3|421|Av. Belgrano 3447|Autoservicio|Av. Belgrano|3447|-34.615542|-58.415062||Boedo|1210|Ciudad Autónoma de Buenos Aires|AR-C|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|11:00 a 20:00
10|3|597|Sanabria 2733|Autoservicio|Sanabria|2733|-34.611069|-58.506326||Villa del Parque|1417|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
